"","Country","SPScenario","npl_chg","npl_chgrate","Gini_chg","Gini_chgrate","CO2_chg","CO2_chgrate","Ineq_chg","Ineq_chgrate"
"1","Belgium","Cash",1068.25416874606,0.0634534796857436,0.00781734948183477,5.91108321482189,-0.0253871968139663,-0.0185406465958243,0.130242888049596,3.89394004876185
"2","Belgium","Null",1068.25416874606,0.0634534796857436,0.00392329206149827,2.96659448390472,-0.0253871968139663,-0.0185406465958243,0.130242888049597,3.89394004876188
"3","Belgium","SP_covid",1068.25416874606,0.0634534796857436,0.00392329206149827,2.96659448390472,-0.0253871968139663,-0.0185406465958243,0.130242888049597,3.89394004876188
"4","Belgium","SP_current",1068.25416874606,0.0634534796857436,0.0170031666427657,12.8569322856066,-0.0253871968139663,-0.0185406465958243,0.0544193934127248,1.62700519477457
"5","Brazil","Cash",-115316.340815701,-0.209376891552501,-0.00036247736440409,-0.0720927510162731,0.325562280965187,0.0719447265330634,-0.381255295453165,-1.35198538256627
"6","Brazil","Null",14296.8283405155,0.0259583807101628,-0.00125432791325353,-0.249471991421066,-0.21690852520976,-0.0479337608848336,-0.00097394808122786,-0.003453758111434
"7","Brazil","SP_covid",-117441.147190563,-0.213234847422179,-4.40550926217309e-05,-0.00876207216028151,0.315914606389356,0.0698127249173345,-0.369827194325371,-1.3114597141768
"8","Brazil","SP_current",-115039.199360482,-0.208873692994487,-0.000302541865835781,-0.0601722412144408,0.323483489414343,0.0714853425737137,-0.380249987460012,-1.34842041775679
"9","China","Cash",-7772824.24425907,-17.9582847797354,-0.00435717731430557,-1.07005735385517,-57.4149211260028,-0.692155774582433,-0.893218498501415,-5.94732030410143
"10","China","Null",195933.39076627,0.452683287138351,-0.00102123257096021,-0.250799392295686,-85.1090122944024,-1.02601716023082,-0.00667821056357276,-0.0444655561281325
"11","China","SP_covid",-5837569.98917039,-13.4870853878611,-0.00253559936350523,-0.622705148225456,-56.4197693511778,-0.680158892343068,-0.573170421697904,-3.81634291317683
"12","China","SP_current",-7364265.67000497,-17.0143535913933,0.000930840926737231,0.228600561114249,-56.859695532994,-0.68546234728409,-0.961510516164465,-6.40202931867841
"13","Denmark","Cash",147.704947158461,0.0211744367319975,0.01285559253763,9.10858852119057,-0.00690940983132293,-0.0136168983685721,0.0800382570482299,2.34834435401991
"14","Denmark","Null",147.704947158461,0.0211744367319975,0.00422903756466114,2.99640509796817,-0.00690940983132293,-0.0136168983685721,0.160266600323924,4.70226588994638
"15","Denmark","SP_covid",147.704947158461,0.0211744367319975,0.00422903756466114,2.99640509796817,-0.00690940983132293,-0.0136168983685721,0.160266600323924,4.70226588994638
"16","Denmark","SP_current",147.704947158578,0.0211744367320142,0.00559054880760643,3.96107830479724,-0.00690940983132293,-0.0136168983685721,0.138833145623499,4.07340246651431
"17","Finland","Cash",460.773099646205,0.0697099973719499,0.00656436677508099,3.7294081462009,-0.0118677559032676,-0.0222536400047425,0.077992793548447,1.9528485819401
"18","Finland","Null",460.773099646205,0.0697099973719499,0.000432886641416524,0.245935521611743,-0.0118677559032676,-0.0222536400047425,-5.39057722956926e-05,-0.00134973766416815
"19","Finland","SP_covid",460.773099646205,0.0697099973719499,0.000432886641416524,0.245935521611743,-0.0118677559032676,-0.0222536400047425,-5.39057722956926e-05,-0.00134973766416815
"20","Finland","SP_current",460.773099646205,0.0697099973719499,0.0124875978735467,7.09456842248301,-0.0118677559032676,-0.0222536400047425,0.0419383248004519,1.05008673736801
"21","France","Cash",7282.83855054714,0.052245421597345,0.0124970296919173,6.97940262037249,-0.0525473207472942,-0.0119073764268396,0.063145139743142,1.51344056937429
"22","France","Null",7282.83855054714,0.052245421597345,0.00138514250846675,0.773581202214373,-0.0525473207472942,-0.0119073764268396,-1.41958461261638e-05,-0.000340241062595232
"23","France","SP_covid",7282.83855054714,0.052245421597345,0.00138514250846675,0.773581202214373,-0.0525473207472942,-0.0119073764268396,-1.41958461261638e-05,-0.000340241062595232
"24","France","SP_current",7282.83855054714,0.052245421597345,0.0125522035766637,7.01021640294866,-0.0525473207472942,-0.0119073764268396,0.0846613190521168,2.02913281103523
"25","Germany","Cash",9647.86694842763,0.0724979589755498,0.004334095513395,2.21875831105457,-0.148020657652069,-0.0192010733422276,0.00286825646377498,0.0624792557569365
"26","Germany","Null",9647.86694842763,0.0724979589755498,-4.88660118954376e-05,-0.0250160315309166,-0.148020657652069,-0.0192010733422276,-7.15042941443755e-05,-0.00155757866773386
"27","Germany","SP_covid",9647.86694842763,0.0724979589755498,-4.88660118954376e-05,-0.0250160315309166,-0.148020657652069,-0.0192010733422276,-7.15042941443755e-05,-0.00155757866773386
"28","Germany","SP_current",9647.86694842763,0.0724979589755498,0.0152956299433425,7.83030875870626,-0.148020657652069,-0.0192010733422276,0.0827519503519056,1.80258646174802
"29","India","Cash",-56046883.037668,-19.1175234000969,-0.00887148094530865,-1.8773525772037,1.88336957499519,0.0955991764313116,-1.65041483987156,-9.62022276277467
"30","India","Null",4820445.3800782,1.64424803589164,-0.00128831807178131,-0.272629481732219,-32.2620007044695,-1.63760779526321,-0.0304436878459953,-0.177455420130397
"31","India","SP_covid",-40301231.4504013,-13.7467008609195,-0.011615952644022,-2.45812832912219,-0.37402745836107,-0.0189855020792222,-1.35067872954009,-7.87306920975596
"32","India","SP_current",-43524677.3514043,-14.8462143236032,-0.00734042201523605,-1.55335510192957,0.261712392142499,0.0132844288677411,-1.63691506438583,-9.54153294232305
"33","Indonesia","Cash",-6037321.98387925,-21.521125712312,-0.0224901962158766,-5.52475359751676,-9.55994194265628,-1.89431538319971,-0.758446794400214,-6.06878272706303
"34","Indonesia","Null",3976147.85710851,14.1736978932154,0.00217156567613941,0.533448670982504,-31.0179569041127,-6.1462499742504,0.294064647142122,2.352985686527
"35","Indonesia","SP_covid",-19076188.7128438,-68.0005234932177,-0.0272843823899529,-6.70245329645025,-10.298483339447,-2.04065835656318,-2.51609243167025,-20.1327481396896
"36","Indonesia","SP_current",-12783189.2903381,-45.5679893264326,-0.0249345699681074,-6.12521801995604,-9.87225391207113,-1.95620042095085,-1.76581170197062,-14.1293069405609
"37","Ireland","Cash",-15327.005352759,-2.31030356222973,0.00816461627746212,4.38390834684715,-0.110321802091931,-0.204777197297008,0.162687252808138,3.82186392207011
"38","Ireland","Null",2538.3032845183,0.382609060626865,0.0022713701368447,1.21958928176206,-0.31441694849709,-0.583614664327722,0.213999612934567,5.02729861064246
"39","Ireland","SP_covid",-7473.42344039213,-1.12650034360959,0.000916984989850739,0.492365839903228,-0.114594969296988,-0.212708967692707,0.163812143385468,3.84828995508478
"40","Ireland","SP_current",-8108.51784667117,-1.22223077727285,0.00602986255139396,3.23767386868717,-0.113993607032953,-0.211592730678316,0.158972787005366,3.73460334942943
"41","Italy","Cash",3673.24917111546,0.0298906627184424,0.0056299503019106,1.60316764772483,-0.0675146560062103,-0.0168871293406394,0.202490463017769,1.89809069033967
"42","Italy","Null",3673.24917111546,0.0298906627184424,-0.000876043059984177,-0.249459376453799,-0.0675146560062103,-0.0168871293406394,-1.03745630628538e-05,-9.72483408476207e-05
"43","Italy","SP_covid",3673.24917111546,0.0298906627184424,-0.000876043059984177,-0.249459376453799,-0.0675146560062103,-0.0168871293406394,-1.03745630628538e-05,-9.72483408476207e-05
"44","Italy","SP_current",3673.24917111546,0.0298906627184424,0.00533523605523778,1.519245708764,-0.0675146560062103,-0.0168871293406394,-0.0737260761241956,-0.691088245051468
"45","Japan","Cash",-45174.3578120966,-2.54130032494007,0.0079427730743819,3.82065269751052,-0.182781267667906,-0.015068232183021,0.137989325929576,3.10360819651803
"46","Japan","Null",1368.25038954709,0.0769714353000565,0.000671721404046921,0.323113120608339,-1.160989405073,-0.0957103435208259,0.185068077998334,4.16248720631195
"47","Japan","SP_covid",-19076.7316052872,-1.0731686420195,0.00331140942968156,1.59286249922974,-0.221830118792468,-0.0182873648804382,0.166899322839185,3.75384184876274
"48","Japan","SP_current",-38241.556895674,-2.15129302710679,0.00966429359361601,4.64874283102392,-0.199151022662363,-0.0164177319002667,0.128328777455149,2.88632648123961
"49","Luxembourg","Cash",-2565.95688387028,-2.47291436968357,0.0104162004580075,6.48553346254113,-0.0129701262405089,-0.0996106284126166,0.0807502174327004,2.12307023592666
