"Cash","SP_current","SP_covid"
0.526012722063075,0.526012722063075,0.529121378219642
0.171350720241418,0.166654235163658,0.15886944161187
0.00400140758849365,0.00400140758849365,0.00400140758849365
0.39313289448463,0.391157887257842,0.404194076266106
0.262825455740406,0.262920909065306,0.262832814812564
0.00904888507751601,0.00858770026631694,0.00871916247971785
0.00593482486670589,0.0066441413291432,0.00663960237969664
0.0598445414139307,0.0500032188848667,0.00509717525787059
0.13005146883225,0.140357935670226,0.139534955068591
0.386655703160791,0.375433845470804,0.368506237211971
0.363690371498833,0.363690371498833,0.357032291331906
0.204885233185212,0.156168873368546,0.165425160375043
0.252739921165448,0.248668736538735,0.215075719747087
0.0384684227200931,0.0307680111707641,0.0341914035475092
0.317279242593734,0.32004713885329,0.319205722790329
0.263573173668732,0.263576927676795,0.263544392192294
0.193021672914465,0.193021672914465,0.193021672914465
0.807874560449351,0.807874560449351,0.807782337037813
0.00633323099183768,0.00644306327972964,0.00650028335135052
0.146026149416726,0.146026149416726,0.146026149416726
0.0836133476506457,0.0972802027365614,0.0990222022457695
0.0238656675491069,0.012919849866285,0.0117614435704177
0.390462877127717,0.392075857769714,0.392069272818496
0.37596598600011,0.37596598600011,0.375006049863233
0.639935879365815,0.639935879365815,0.639935879365815
0.42203878061961,0.405757138185195,0.412420864171266
0.33138686243316,0.33138686243316,0.332913434411265
0.420062962672283,0.420062962672283,0.419531643301925
0.298820595354335,0.2987561900928,0.29880320656621
0.144922142689723,0.144922142689723,0.147220721531468
0.0658724061125171,0.0602185581234887,0.0460309088724216
0.113339592224303,0.142575748029792,0.14142959158438
0.106059447693386,0.117020827468857,0.117256232071955
0.185027072142896,0.179889614732001,0.177873792998752
0.109370960165903,0.0834310556550748,0.0349271505605765
0.243411824446392,0.243411824446392,0.260299632438262
0.301997104481755,0.190957826540077,0.195662127691111
0.213727247003163,0.214285158037181,0.214619091477016
0.156967404145376,0.1523587267651,0.120402995097991
0.197837435547164,0.168112242963739,0.147070400209459
0.102453478075618,0.113440812666487,0.114551359003709
0.194234763603751,0.195344156014439,0.196873436134197
0.33601832697059,0.336017612039374,0.335980236716326
0.245306148067019,0.255000918042943,0.26474473892601
0.0155587538609876,0.0155587538609876,0.0320698382449433
0.229186671526992,0.229186671526992,0.229275181467476
0.439454520034054,0.439454520034054,0.431486209397038
0.271351944485683,0.271629901618741,0.267077234761966
0.592544875958584,0.59238197155977,0.592381971483019
0.485879671613102,0.4882011615854,0.48968525512545
0.169435067549293,0.170342700021304,0.170354121455926
0.579921945730082,0.575863571158571,0.574950419106332
0.0936645546856748,0.0926340547445034,0.0884214016991257
0.0925923040482957,0.0637902102810866,0.00357199988553242
0.182012199112467,0.190125375850132,0.192203100373549
0.137111536767195,0.137558491313808,0.137597815110126
0.000783444101184621,0.000783444101184621,0
0.154232282925139,0.0887262520754132,0.0940983688687895
0.0406370045001706,0.0416798821030063,0.0415710792752901
0.193049925359774,0.196396490984497,0.197151002443147
0.141621397790026,0.141621397790026,0.141621397790026
0.140195565557253,0.144837703642436,0.147944743496833
0.0111715505213804,0.011562402923031,0.012755545500217
0.0332002762441567,0.0293261734729401,6.27505988911125e-06
0.359166891284417,0.359945240064614,0.359945240073576
0.30128852976543,0.298774654131277,0.182063094380491
0.336720061139035,0.336720061139035,0.332451770678508
0.00389484191649769,0.00389484191649769,0.00127047278315867
0.183030085953162,0.183030085953162,0.178439405488847
0.277934045635807,0.27365065680177,0.258133712641775
0.0307878432418225,0.0313678193287819,0.0335595560817109
0.201313808703343,0.200471396268047,0.207029050908195
0.157653835052437,0.157375233130472,0.157377813561941
0.190121843557797,0.187397486723671,0.171010561693361
0.0352015673690739,0.0352015673690739,0.035874077828984
0.694216263281814,0.693821377221263,0.698576895256046
0.393685230235195,0.393549053954502,0.391892235148558
0.394347747840387,0.394347747840387,0.377181641834857
0.314569080475249,0.314569080475249,0.314569080475249
0.189077146283733,0.189329110011258,0.1982784090158
0.461553773676806,0.461553773676806,0.461713450303734
0.0792930515375907,0.0792224414552888,0.0892856528029903
0.514972208568463,0.51496299657738,0.514962966975832
0.0109268833409334,0.0127781973460259,0.0262281061865607
0.174026679546935,0.174026679546935,0.174026679546935
0.395940515301237,0.337661120598038,0.328241333325804
0.368709876477696,0.353487951273396,0.342997912127247
0.24299517814258,0.244259940610213,0.244254021906284
0.192794505925877,0.198650115530712,0.198963448373056
0.189640597728177,0.189639815595744,0.189639821207091
0.252039497137295,0.252039497137295,0.252039497137295
0.175016635037942,0.17465811357539,0.122331457379288
0.211150950350792,0.212226029552254,0.212402923528169
0.217086312095782,0.217086312095782,0.217086312095782
0.157016194890192,0.156797370925092,0.158186166571268
0.167646177233997,0.153310458906308,0.121969652333815
0.218837319313027,0.218837319313027,0.218837319313027
0.259497390909147,0.25987561824914,0.260222595555922
0.157427947511693,0.156639537818596,0.155328138940076
0.0787522092446476,0.0805874363361808,0.0900307655854975
0.365361913808182,0.363663902094814,0.363094269080597
0.464190317754021,0.420274052413783,0.363513048183699
0.260901701712084,0.246888334455404,0.24602641083928
0.131716046421394,0.123805979461043,0.0936528896273209
0.0961526306869523,0.0914026355644664,0.0958769301293358
0.133715899332879,0.133531714221796,0.133882593829726
0.300899676460988,0.301010874754546,0.300951821875497
0.423332623962676,0.423332623962676,0.421438327154737
0.548298808656363,0.546046452587331,0.547413839385481
0.0208146846172959,0.0134943558686759,0.0200092296299995
0.274680837855258,0.274680837855258,0.211564692846121
0.141452262759899,0.127681057846975,0.0755298208425766
0.114465052739647,0.0844447334334238,0.0102563629269016
0.2620923791314,0.249376624558828,0.246341251317268
0.214041746004562,0.214041746004562,0.214041746004562
0.0145249430006959,0.0123482272130975,0.000207394576428441
0.116024927026742,0.116024927026742,0.116024927026742
0.122665650849369,0.122668362458142,0.122728346140364
0.235165689364012,0.235165689364012,0.183568378669089
0.351998557253204,0.334219516896013,0.327406292659016
0.0560518825070278,0.0474802462706652,0.0276898072255662
0.543148970413436,0.542605566781526,0.543211084505377
