"","Group","Reg","SPScenario","value"
"628","D2","Other LICs","Cash",9.84530453603595
"629","D2","Other LICs","SP_covid",39.8678174325356
"630","D2","Other LICs","SP_current",18.2320739728967
"631","D2","Other LMICs","Cash",23.9872532672297
"632","D2","Other LMICs","SP_covid",72.8776756779336
"633","D2","Other LMICs","SP_current",42.1162895655171
"634","D2","Other UMICs","Cash",44.7857424540409
"635","D2","Other UMICs","SP_covid",82.262976941572
"636","D2","Other UMICs","SP_current",65.4760796132655
"637","D3","Other HICs","Cash",37.0721775623373
"638","D3","Other HICs","SP_covid",96.9743577104494
"639","D3","Other HICs","SP_current",60.7287820699962
"640","D3","Other LICs","Cash",9.25240616167183
"641","D3","Other LICs","SP_covid",36.6944071229344
"642","D3","Other LICs","SP_current",16.8877096888583
"643","D3","Other LMICs","Cash",20.6695301040569
"644","D3","Other LMICs","SP_covid",68.372538528347
"645","D3","Other LMICs","SP_current",38.3270963100094
"646","D3","Other UMICs","Cash",38.3475031056554
"647","D3","Other UMICs","SP_covid",77.1420699018423
"648","D3","Other UMICs","SP_current",60.0050084011236
"649","D4","Other HICs","Cash",31.9090363450619
"650","D4","Other HICs","SP_covid",96.4207171630162
"651","D4","Other HICs","SP_current",58.9223913837508
"652","D4","Other LICs","Cash",8.71839125886484
"653","D4","Other LICs","SP_covid",34.010146078074
"654","D4","Other LICs","SP_current",15.7473749208494
"655","D4","Other LMICs","Cash",18.034563677235
"656","D4","Other LMICs","SP_covid",64.1164873905246
"657","D4","Other LMICs","SP_current",35.0641000148713
"658","D4","Other UMICs","Cash",33.0288126880999
"659","D4","Other UMICs","SP_covid",72.5475615006369
"660","D4","Other UMICs","SP_current",54.9211336457426
"661","D5","Other HICs","Cash",27.4909185718253
"662","D5","Other HICs","SP_covid",95.2623234116836
"663","D5","Other HICs","SP_current",57.5557820477687
"664","D5","Other LICs","Cash",8.26756471253415
"665","D5","Other LICs","SP_covid",32.0075065256127
"666","D5","Other LICs","SP_current",14.8920500716088
"667","D5","Other LMICs","Cash",16.1943536688612
"668","D5","Other LMICs","SP_covid",60.0780075061424
"669","D5","Other LMICs","SP_current",32.4079449959471
"670","D5","Other UMICs","Cash",29.0618619815584
"671","D5","Other UMICs","SP_covid",68.5875077804052
"672","D5","Other UMICs","SP_current",50.3172119466667
"673","D6","Other HICs","Cash",24.5970109525156
"674","D6","Other HICs","SP_covid",93.9700171796451
"675","D6","Other HICs","SP_current",55.4614158280545
"676","D6","Other LICs","Cash",7.80241397472342
"677","D6","Other LICs","SP_covid",30.2674288560649
"678","D6","Other LICs","SP_current",14.1246565499986
"679","D6","Other LMICs","Cash",14.5344468628023
"680","D6","Other LMICs","SP_covid",55.5317409702494
"681","D6","Other LMICs","SP_current",29.9302224219783
"682","D6","Other UMICs","Cash",25.3686826861841
"683","D6","Other UMICs","SP_covid",64.6916226701282
"684","D6","Other UMICs","SP_current",45.5424986346177
"685","D7","Other HICs","Cash",21.959439800558
"686","D7","Other HICs","SP_covid",92.4690068453582
"687","D7","Other HICs","SP_current",52.6411218160283
"688","D7","Other LICs","Cash",7.32359145871361
"689","D7","Other LICs","SP_covid",28.9048477669934
"690","D7","Other LICs","SP_current",13.4881213773305
"691","D7","Other LMICs","Cash",13.1031166200987
"692","D7","Other LMICs","SP_covid",50.4383155607677
"693","D7","Other LMICs","SP_current",27.6827692242091
"694","D7","Other UMICs","Cash",21.9964208748434
"695","D7","Other UMICs","SP_covid",60.9006596662287
"696","D7","Other UMICs","SP_current",40.5829978755828
"697","D8","Other HICs","Cash",19.2348681373895
"698","D8","Other HICs","SP_covid",90.1102930129
"699","D8","Other HICs","SP_current",49.7559738760845
"700","D8","Other LICs","Cash",6.8364980289188
"701","D8","Other LICs","SP_covid",27.5108207846213
"702","D8","Other LICs","SP_current",12.8156680143026
"703","D8","Other LMICs","Cash",11.682983052387
"704","D8","Other LMICs","SP_covid",45.1062223620287
"705","D8","Other LMICs","SP_current",25.1796371607302
"706","D8","Other UMICs","Cash",18.6949580683474
"707","D8","Other UMICs","SP_covid",56.3468721380882
"708","D8","Other UMICs","SP_current",35.0764615689881
"709","D9","Other HICs","Cash",16.798634501208
"710","D9","Other HICs","SP_covid",86.0459017097021
"711","D9","Other HICs","SP_current",45.7636700405094
"712","D9","Other LICs","Cash",6.33507652502404
"713","D9","Other LICs","SP_covid",26.0644461482271
"714","D9","Other LICs","SP_current",12.0956381469167
"715","D9","Other LMICs","Cash",10.2935439736015
"716","D9","Other LMICs","SP_covid",39.5170264156654
"717","D9","Other LMICs","SP_current",22.3728434779107
"718","D9","Other UMICs","Cash",15.4193549328261
"719","D9","Other UMICs","SP_covid",50.8829729612783
"720","D9","Other UMICs","SP_current",28.8643791567734
