"","year","countryname","Group","TotalSub"
"596",2022,"Indonesia","Petroleum",26917.9232007288
"597",2022,"Ireland","Coal",0
"598",2022,"Ireland","Fossil-based electricity",0
"599",2022,"Ireland","Natural gas",190.826774621573
"600",2022,"Ireland","Petroleum",0
"601",2022,"Italy","Coal",0
"602",2022,"Italy","Fossil-based electricity",0
"603",2022,"Italy","Natural gas",8671.95531482342
"604",2022,"Italy","Petroleum",0
"605",2022,"Japan","Coal",0
"606",2022,"Japan","Fossil-based electricity",21110.085120205
"607",2022,"Japan","Natural gas",9653.98159799425
"608",2022,"Japan","Petroleum",101.124113496068
"609",2022,"Luxembourg","Coal",0
"610",2022,"Luxembourg","Fossil-based electricity",364.620879535381
"611",2022,"Luxembourg","Natural gas",153.803469705107
"612",2022,"Luxembourg","Petroleum",0
"613",2022,"Mexico","Coal",0
"614",2022,"Mexico","Fossil-based electricity",3333.08285266001
"615",2022,"Mexico","Natural gas",2649.5202915627
"616",2022,"Mexico","Petroleum",7267.24818685663
"617",2022,"Russian Federation","Coal",39.0057022764544
"618",2022,"Russian Federation","Fossil-based electricity",27100.3618233427
"619",2022,"Russian Federation","Natural gas",1437.31365822501
"620",2022,"Russian Federation","Petroleum",35587.0655117604
"621",2022,"South Africa","Coal",0
"622",2022,"South Africa","Fossil-based electricity",4255.34598668594
"623",2022,"South Africa","Natural gas",0
"624",2022,"South Africa","Petroleum",347.615334241448
"625",2022,"Spain","Coal",0
"626",2022,"Spain","Fossil-based electricity",250.395446500686
"627",2022,"Spain","Natural gas",624.4541484497
"628",2022,"Spain","Petroleum",0
"629",2022,"Turkiye","Coal",193.31683089695
"630",2022,"Turkiye","Fossil-based electricity",3892.36001878419
"631",2022,"Turkiye","Natural gas",46874.6806978182
"632",2022,"Turkiye","Petroleum",2683.08082184861
"633",2022,"United Kingdom","Coal",0
"634",2022,"United Kingdom","Fossil-based electricity",0
"635",2022,"United Kingdom","Natural gas",15151.2667048617
"636",2022,"United Kingdom","Petroleum",1666.5250923869
"637",2022,"United States","Coal",205.957047529566
"638",2022,"United States","Fossil-based electricity",0
"639",2022,"United States","Natural gas",944.22659016397
"640",2022,"United States","Petroleum",1539.25024510194
"641",2023,"Belgium","Coal",0
"642",2023,"Belgium","Fossil-based electricity",0
"643",2023,"Belgium","Natural gas",3328.79208018962
"644",2023,"Belgium","Petroleum",0
"645",2023,"Brazil","Coal",71.6968235307348
"646",2023,"Brazil","Fossil-based electricity",0
"647",2023,"Brazil","Natural gas",276.59806106545
"648",2023,"Brazil","Petroleum",2024.74083776742
"649",2023,"China","Coal",764.167003299259
"650",2023,"China","Fossil-based electricity",54637.5841631001
"651",2023,"China","Natural gas",33389.2865754972
"652",2023,"China","Petroleum",1325.03664085818
"653",2023,"Denmark","Coal",0
"654",2023,"Denmark","Fossil-based electricity",1937.98659839552
"655",2023,"Denmark","Natural gas",167.545013357366
"656",2023,"Denmark","Petroleum",75.8039116391524
"657",2023,"Finland","Coal",0
"658",2023,"Finland","Fossil-based electricity",1399.34555886476
"659",2023,"Finland","Natural gas",0
"660",2023,"Finland","Petroleum",0
"661",2023,"France","Coal",0
"662",2023,"France","Fossil-based electricity",0
"663",2023,"France","Natural gas",6224.9632217455
"664",2023,"France","Petroleum",56.8275876785238
"665",2023,"Germany","Coal",1279.53364084174
"666",2023,"Germany","Fossil-based electricity",0
"667",2023,"Germany","Natural gas",24702.9141660157
"668",2023,"Germany","Petroleum",55.0426158467588
"669",2023,"India","Coal",11.8721811731855
"670",2023,"India","Fossil-based electricity",22586.0031058233
"671",2023,"India","Natural gas",0.07002498906025
"672",2023,"India","Petroleum",8322.99295307275
"673",2023,"Indonesia","Coal",5317.95100908787
"674",2023,"Indonesia","Fossil-based electricity",15549.6416111405
"675",2023,"Indonesia","Natural gas",9559.29437521935
"676",2023,"Indonesia","Petroleum",19771.7907260903
"677",2023,"Ireland","Coal",0
"678",2023,"Ireland","Fossil-based electricity",0
"679",2023,"Ireland","Natural gas",73.1691652257704
"680",2023,"Ireland","Petroleum",0
"681",2023,"Italy","Coal",0
"682",2023,"Italy","Fossil-based electricity",0
"683",2023,"Italy","Natural gas",5542.44855126579
"684",2023,"Italy","Petroleum",6.65985884772951
"685",2023,"Japan","Coal",0
"686",2023,"Japan","Fossil-based electricity",21864.469346987
"687",2023,"Japan","Natural gas",1198.8831074417
"688",2023,"Japan","Petroleum",85.1422119906591
"689",2023,"Luxembourg","Coal",0
"690",2023,"Luxembourg","Fossil-based electricity",369.762675180999
"691",2023,"Luxembourg","Natural gas",139.901599206819
"692",2023,"Luxembourg","Petroleum",0
"693",2023,"Mexico","Coal",0
"694",2023,"Mexico","Fossil-based electricity",3254.81348251171
"695",2023,"Mexico","Natural gas",1036.35694477616
"696",2023,"Mexico","Petroleum",4310.30094837418
"697",2023,"Russian Federation","Coal",49.5629186314062
"698",2023,"Russian Federation","Fossil-based electricity",27279.3933515651
"699",2023,"Russian Federation","Natural gas",1396.48981383348
"700",2023,"Russian Federation","Petroleum",21868.8651881604
"701",2023,"South Africa","Coal",0
"702",2023,"South Africa","Fossil-based electricity",4295.35774499395
"703",2023,"South Africa","Natural gas",0
"704",2023,"South Africa","Petroleum",83.1512194349969
"705",2023,"Spain","Coal",14.8820969655985
"706",2023,"Spain","Fossil-based electricity",248.51889573392
"707",2023,"Spain","Natural gas",3408.26866777367
"708",2023,"Spain","Petroleum",0
"709",2023,"Turkiye","Coal",217.92891423595
"710",2023,"Turkiye","Fossil-based electricity",3987.74729321628
"711",2023,"Turkiye","Natural gas",19829.592562702
"712",2023,"Turkiye","Petroleum",123.004034699668
"713",2023,"United Kingdom","Coal",0
"714",2023,"United Kingdom","Fossil-based electricity",0
"715",2023,"United Kingdom","Natural gas",6700.54638724285
"716",2023,"United Kingdom","Petroleum",1761.07186622021
"717",2023,"United States","Coal",246.227702580754
"718",2023,"United States","Fossil-based electricity",0
"719",2023,"United States","Natural gas",1135.64538173755
"720",2023,"United States","Petroleum",1713.64552726711
"721",2024,"Belgium","Coal",0
"722",2024,"Belgium","Fossil-based electricity",0
"723",2024,"Belgium","Natural gas",2594.6840622025
"724",2024,"Belgium","Petroleum",0
"725",2024,"Brazil","Coal",69.7269168913316
"726",2024,"Brazil","Fossil-based electricity",0
"727",2024,"Brazil","Natural gas",280.18149840079
"728",2024,"Brazil","Petroleum",2044.69755276495
"729",2024,"China","Coal",771.00550711052
"730",2024,"China","Fossil-based electricity",55352.1977282549
"731",2024,"China","Natural gas",17241.4689786922
"732",2024,"China","Petroleum",1346.66167211206
"733",2024,"Denmark","Coal",0
"734",2024,"Denmark","Fossil-based electricity",1977.09382221791
"735",2024,"Denmark","Natural gas",169.715625305233
"736",2024,"Denmark","Petroleum",77.0410562377629
"737",2024,"Finland","Coal",0
"738",2024,"Finland","Fossil-based electricity",1415.77603487899
"739",2024,"Finland","Natural gas",0
"740",2024,"Finland","Petroleum",0
"741",2024,"France","Coal",0
"742",2024,"France","Fossil-based electricity",0
"743",2024,"France","Natural gas",3842.68930519791
"744",2024,"France","Petroleum",57.7550324724039
"745",2024,"Germany","Coal",1274.11748089018
"746",2024,"Germany","Fossil-based electricity",0
"747",2024,"Germany","Natural gas",18922.2677910484
"748",2024,"Germany","Petroleum",55.9409293166204
"749",2024,"India","Coal",11.8842722130816
"750",2024,"India","Fossil-based electricity",23588.6763411293
"751",2024,"India","Natural gas",0.07093219086793
"752",2024,"India","Petroleum",9230.75529878689
"753",2024,"Indonesia","Coal",5494.17853987033
"754",2024,"Indonesia","Fossil-based electricity",16178.1060574264
"755",2024,"Indonesia","Natural gas",7485.74234186245
"756",2024,"Indonesia","Petroleum",13891.0297682403
"757",2024,"Ireland","Coal",0
"758",2024,"Ireland","Fossil-based electricity",0
"759",2024,"Ireland","Natural gas",74.1171007181801
"760",2024,"Ireland","Petroleum",0
"761",2024,"Italy","Coal",0
"762",2024,"Italy","Fossil-based electricity",0
"763",2024,"Italy","Natural gas",3802.47202011084
"764",2024,"Italy","Petroleum",6.76854991931619
"765",2024,"Japan","Coal",0
"766",2024,"Japan","Fossil-based electricity",21770.3484758517
"767",2024,"Japan","Natural gas",497.426995881562
"768",2024,"Japan","Petroleum",86.5317606989335
"769",2024,"Luxembourg","Coal",0
"770",2024,"Luxembourg","Fossil-based electricity",372.775415992491
"771",2024,"Luxembourg","Natural gas",112.38297941388
"772",2024,"Luxembourg","Petroleum",0
"773",2024,"Mexico","Coal",0
"774",2024,"Mexico","Fossil-based electricity",3360.4446808527
"775",2024,"Mexico","Natural gas",1105.1562002286
"776",2024,"Mexico","Petroleum",4533.94357241484
"777",2024,"Russian Federation","Coal",49.427569050345
"778",2024,"Russian Federation","Fossil-based electricity",27275.1868721006
"779",2024,"Russian Federation","Natural gas",1414.58189258698
"780",2024,"Russian Federation","Petroleum",18226.4513836435
"781",2024,"South Africa","Coal",0
"782",2024,"South Africa","Fossil-based electricity",4324.00157369003
"783",2024,"South Africa","Natural gas",0
"784",2024,"South Africa","Petroleum",0
"785",2024,"Spain","Coal",14.8285271066702
"786",2024,"Spain","Fossil-based electricity",248.440499706828
"787",2024,"Spain","Natural gas",2280.19520781517
"788",2024,"Spain","Petroleum",0
"789",2024,"Turkiye","Coal",217.280387378807
"790",2024,"Turkiye","Fossil-based electricity",4037.23793517307
"791",2024,"Turkiye","Natural gas",17098.1964150062
"792",2024,"Turkiye","Petroleum",125.011500774369
"793",2024,"United Kingdom","Coal",0
"794",2024,"United Kingdom","Fossil-based electricity",0
"795",2024,"United Kingdom","Natural gas",5497.14160603005
"796",2024,"United Kingdom","Petroleum",1789.81313478765
"797",2024,"United States","Coal",245.41923508548
"798",2024,"United States","Fossil-based electricity",0
"799",2024,"United States","Natural gas",1150.35811687106
"800",2024,"United States","Petroleum",1741.61278218735
"801",2025,"Belgium","Coal",0
"802",2025,"Belgium","Fossil-based electricity",0
"803",2025,"Belgium","Natural gas",1975.00649199954
"804",2025,"Belgium","Petroleum",0
"805",2025,"Brazil","Coal",80.1564849539369
"806",2025,"Brazil","Fossil-based electricity",0
"807",2025,"Brazil","Natural gas",283.76493573613
"808",2025,"Brazil","Petroleum",2074.74186290326
"809",2025,"China","Coal",787.848487023365
"810",2025,"China","Fossil-based electricity",56169.8230625568
"811",2025,"China","Natural gas",14738.7633787495
"812",2025,"China","Petroleum",1368.28670245807
"813",2025,"Denmark","Coal",0
"814",2025,"Denmark","Fossil-based electricity",2042.21162412961
"815",2025,"Denmark","Natural gas",171.886237343887
"816",2025,"Denmark","Petroleum",78.2782008363734
"817",2025,"Finland","Coal",0
"818",2025,"Finland","Fossil-based electricity",1381.96826704327
"819",2025,"Finland","Natural gas",0
"820",2025,"Finland","Petroleum",0
"821",2025,"France","Coal",0
"822",2025,"France","Fossil-based electricity",0
"823",2025,"France","Natural gas",2545.38819249662
"824",2025,"France","Petroleum",58.6824772572053
"825",2025,"Germany","Coal",1269.22975121147
"826",2025,"Germany","Fossil-based electricity",0
"827",2025,"Germany","Natural gas",13889.2408946738
"828",2025,"Germany","Petroleum",56.839242786482
"829",2025,"India","Coal",11.9891912355247
"830",2025,"India","Fossil-based electricity",24771.8867707379
"831",2025,"India","Natural gas",0.07183939176774
"832",2025,"India","Petroleum",10074.1967599809
"833",2025,"Indonesia","Coal",5822.55736040136
"834",2025,"Indonesia","Fossil-based electricity",16949.9777306206
"835",2025,"Indonesia","Natural gas",6438.4115535777
"836",2025,"Indonesia","Petroleum",13234.0752393179
"837",2025,"Ireland","Coal",0
"838",2025,"Ireland","Fossil-based electricity",0
"839",2025,"Ireland","Natural gas",75.0650362105898
"840",2025,"Ireland","Petroleum",0
"841",2025,"Italy","Coal",0
"842",2025,"Italy","Fossil-based electricity",0
"843",2025,"Italy","Natural gas",2272.85984333969
"844",2025,"Italy","Petroleum",6.87724099090287
"845",2025,"Japan","Coal",0
"846",2025,"Japan","Fossil-based electricity",21728.1888087917
"847",2025,"Japan","Natural gas",503.7889379396
"848",2025,"Japan","Petroleum",87.9213094072079
"849",2025,"Luxembourg","Coal",0
"850",2025,"Luxembourg","Fossil-based electricity",377.306888676862
"851",2025,"Luxembourg","Natural gas",87.6426969233323
"852",2025,"Luxembourg","Petroleum",0
"853",2025,"Mexico","Coal",0
"854",2025,"Mexico","Fossil-based electricity",3368.99844587935
"855",2025,"Mexico","Natural gas",1200.01740103678
"856",2025,"Mexico","Petroleum",4643.48322555117
"857",2025,"Russian Federation","Coal",49.2334311100446
"858",2025,"Russian Federation","Fossil-based electricity",27069.2246785823
"859",2025,"Russian Federation","Natural gas",1432.67397043261
"860",2025,"Russian Federation","Petroleum",17870.3528292335
"861",2025,"South Africa","Coal",0
"862",2025,"South Africa","Fossil-based electricity",4362.10649359863
"863",2025,"South Africa","Natural gas",0
"864",2025,"South Africa","Petroleum",0
"865",2025,"Spain","Coal",14.7756132564465
"866",2025,"Spain","Fossil-based electricity",253.315451478436
"867",2025,"Spain","Natural gas",1278.83052276284
"868",2025,"Spain","Petroleum",0
"869",2025,"Turkiye","Coal",216.683143101993
"870",2025,"Turkiye","Fossil-based electricity",4080.34824652812
"871",2025,"Turkiye","Natural gas",15075.8164598459
"872",2025,"Turkiye","Petroleum",127.018966758283
"873",2025,"United Kingdom","Coal",0
"874",2025,"United Kingdom","Fossil-based electricity",0
"875",2025,"United Kingdom","Natural gas",4509.63237262763
"876",2025,"United Kingdom","Petroleum",1818.55440244722
"877",2025,"United States","Coal",244.975112616801
"878",2025,"United States","Fossil-based electricity",0
"879",2025,"United States","Natural gas",1165.07085200457
"880",2025,"United States","Petroleum",1769.58003619972
"881",2026,"Belgium","Coal",0
"882",2026,"Belgium","Fossil-based electricity",0
"883",2026,"Belgium","Natural gas",1443.49714626909
"884",2026,"Belgium","Petroleum",0
"885",2026,"Brazil","Coal",84.4261941957392
"886",2026,"Brazil","Fossil-based electricity",0
"887",2026,"Brazil","Natural gas",287.34837307147
"888",2026,"Brazil","Petroleum",2113.16998761862
"889",2026,"China","Coal",795.536218424568
"890",2026,"China","Fossil-based electricity",57484.8728301864
"891",2026,"China","Natural gas",12768.2125347675
"892",2026,"China","Petroleum",1389.91173371195
"893",2026,"Denmark","Coal",0
"894",2026,"Denmark","Fossil-based electricity",2082.03712564416
"895",2026,"Denmark","Natural gas",174.056849291754
"896",2026,"Denmark","Petroleum",79.5153454349839
"897",2026,"Finland","Coal",0
"898",2026,"Finland","Fossil-based electricity",1387.76379863173
"899",2026,"Finland","Natural gas",0
"900",2026,"Finland","Petroleum",0
"901",2026,"France","Coal",0
"902",2026,"France","Fossil-based electricity",0
"903",2026,"France","Natural gas",1459.41823031673
"904",2026,"France","Petroleum",59.6099220510854
"905",2026,"Germany","Coal",1263.96942714541
"906",2026,"Germany","Fossil-based electricity",0
"907",2026,"Germany","Natural gas",9741.4358829043
"908",2026,"Germany","Petroleum",57.7375562563436
"909",2026,"India","Coal",12.043268412209
"910",2026,"India","Fossil-based electricity",26326.0912216966
"911",2026,"India","Natural gas",0.07274659357542
"912",2026,"India","Petroleum",10946.7535158407
"913",2026,"Indonesia","Coal",5889.60989411035
"914",2026,"Indonesia","Fossil-based electricity",17810.7017510022
"915",2026,"Indonesia","Natural gas",5559.7038136296
"916",2026,"Indonesia","Petroleum",12607.5649832978
"917",2026,"Ireland","Coal",0
"918",2026,"Ireland","Fossil-based electricity",0
"919",2026,"Ireland","Natural gas",76.0129717029995
"920",2026,"Ireland","Petroleum",0
"921",2026,"Italy","Coal",0
"922",2026,"Italy","Fossil-based electricity",0
"923",2026,"Italy","Natural gas",962.108071757083
"924",2026,"Italy","Petroleum",6.98593206248955
"925",2026,"Japan","Coal",0
"926",2026,"Japan","Fossil-based electricity",22132.9624667177
"927",2026,"Japan","Natural gas",510.150880088425
"928",2026,"Japan","Petroleum",89.3108581154823
"929",2026,"Luxembourg","Coal",0
"930",2026,"Luxembourg","Fossil-based electricity",385.822666879333
"931",2026,"Luxembourg","Natural gas",66.7321126858556
"932",2026,"Luxembourg","Petroleum",0
"933",2026,"Mexico","Coal",0
"934",2026,"Mexico","Fossil-based electricity",3415.98583967402
"935",2026,"Mexico","Natural gas",1211.03006686415
"936",2026,"Mexico","Petroleum",4751.24355789255
"937",2026,"Russian Federation","Coal",49.0194066586996
"938",2026,"Russian Federation","Fossil-based electricity",27413.1211862879
"939",2026,"Russian Federation","Natural gas",1450.76604827824
"940",2026,"Russian Federation","Petroleum",17990.3158267112
"941",2026,"South Africa","Coal",0
"942",2026,"South Africa","Fossil-based electricity",4436.60251544138
"943",2026,"South Africa","Natural gas",0
"944",2026,"South Africa","Petroleum",0
"945",2026,"Spain","Coal",14.7224672457064
"946",2026,"Spain","Fossil-based electricity",256.054721963575
"947",2026,"Spain","Natural gas",417.29351569068
"948",2026,"Spain","Petroleum",0
"949",2026,"Turkiye","Coal",215.991153875127
"950",2026,"Turkiye","Fossil-based electricity",4128.79743086163
"951",2026,"Turkiye","Natural gas",13059.9968913286
"952",2026,"Turkiye","Petroleum",129.026432832984
"953",2026,"United Kingdom","Coal",0
"954",2026,"United Kingdom","Fossil-based electricity",0
"955",2026,"United Kingdom","Natural gas",3700.6377780182
"956",2026,"United Kingdom","Petroleum",1847.29567101466
"957",2026,"United States","Coal",243.862311119015
"958",2026,"United States","Fossil-based electricity",0
"959",2026,"United States","Natural gas",1179.78358804595
"960",2026,"United States","Petroleum",1797.54729111996
"961",2027,"Belgium","Coal",0
"962",2027,"Belgium","Fossil-based electricity",0
"963",2027,"Belgium","Natural gas",1233.63131602154
"964",2027,"Belgium","Petroleum",0
"965",2027,"Brazil","Coal",86.6990876856762
"966",2027,"Brazil","Fossil-based electricity",0
"967",2027,"Brazil","Natural gas",290.93181040681
"968",2027,"Brazil","Petroleum",2156.30320634951
"969",2027,"China","Coal",800.43609958008
"970",2027,"China","Fossil-based electricity",59900.1852215923
"971",2027,"China","Natural gas",11899.8663755935
"972",2027,"China","Petroleum",1411.53676405796
"973",2027,"Denmark","Coal",0
"974",2027,"Denmark","Fossil-based electricity",2165.00931504892
"975",2027,"Denmark","Natural gas",176.227461239621
"976",2027,"Denmark","Petroleum",80.7524900335944
"977",2027,"Finland","Coal",0
"978",2027,"Finland","Fossil-based electricity",1407.57982991249
"979",2027,"Finland","Natural gas",0
"980",2027,"Finland","Petroleum",0
"981",2027,"France","Coal",0
"982",2027,"France","Fossil-based electricity",0
"983",2027,"France","Natural gas",960.935897749264
"984",2027,"France","Petroleum",60.5373668449655
"985",2027,"Germany","Coal",1258.75951528471
"986",2027,"Germany","Fossil-based electricity",0
"987",2027,"Germany","Natural gas",7844.12816506673
"988",2027,"Germany","Petroleum",58.6358697262052
"989",2027,"India","Coal",12.0809862617431
"990",2027,"India","Fossil-based electricity",29143.8880586661
"991",2027,"India","Natural gas",0.07365379447523
"992",2027,"India","Petroleum",11849.6169768774
"993",2027,"Indonesia","Coal",5930.62638942375
"994",2027,"Indonesia","Fossil-based electricity",18870.9849030513
"995",2027,"Indonesia","Natural gas",5322.01047008188
"996",2027,"Indonesia","Petroleum",12020.3172359993
"997",2027,"Ireland","Coal",0
"998",2027,"Ireland","Fossil-based electricity",0
"999",2027,"Ireland","Natural gas",76.9609071954092
"1000",2027,"Ireland","Petroleum",0
"1001",2027,"Italy","Coal",0
"1002",2027,"Italy","Fossil-based electricity",0
"1003",2027,"Italy","Natural gas",371.293117051656
"1004",2027,"Italy","Petroleum",7.0946231349841
"1005",2027,"Japan","Coal",0
"1006",2027,"Japan","Fossil-based electricity",23267.9879048864
"1007",2027,"Japan","Natural gas",516.51282223725
"1008",2027,"Japan","Petroleum",90.7004068328354
"1009",2027,"Luxembourg","Coal",0
"1010",2027,"Luxembourg","Fossil-based electricity",402.086160180203
"1011",2027,"Luxembourg","Natural gas",57.7301817281993
"1012",2027,"Luxembourg","Petroleum",0
"1013",2027,"Mexico","Coal",0
"1014",2027,"Mexico","Fossil-based electricity",3488.25531488112
"1015",2027,"Mexico","Natural gas",1186.52425370328
"1016",2027,"Mexico","Petroleum",4857.65616357402
"1017",2027,"Russian Federation","Coal",48.7955438925256
"1018",2027,"Russian Federation","Fossil-based electricity",28467.9760292691
"1019",2027,"Russian Federation","Natural gas",1468.85812703174
"1020",2027,"Russian Federation","Petroleum",18296.6336638776
"1021",2027,"South Africa","Coal",0
"1022",2027,"South Africa","Fossil-based electricity",4575.15989082311
"1023",2027,"South Africa","Natural gas",0
"1024",2027,"South Africa","Petroleum",0
"1025",2027,"Spain","Coal",14.6691970565077
"1026",2027,"Spain","Fossil-based electricity",259.309209944732
"1027",2027,"Spain","Natural gas",17.3003435656083
"1028",2027,"Spain","Petroleum",0
"1029",2027,"Turkiye","Coal",215.261542152313
"1030",2027,"Turkiye","Fossil-based electricity",4223.36358227222
"1031",2027,"Turkiye","Natural gas",12143.1687197776
"1032",2027,"Turkiye","Petroleum",131.033898816898
"1033",2027,"United Kingdom","Coal",0
"1034",2027,"United Kingdom","Fossil-based electricity",0
"1035",2027,"United Kingdom","Natural gas",3330.39073576244
"1036",2027,"United Kingdom","Petroleum",1876.03693867423
"1037",2027,"United States","Coal",242.436341498895
"1038",2027,"United States","Fossil-based electricity",0
"1039",2027,"United States","Natural gas",1194.49632317946
"1040",2027,"United States","Petroleum",1825.5145460402
"1041",2028,"Belgium","Coal",0
"1042",2028,"Belgium","Fossil-based electricity",0
"1043",2028,"Belgium","Natural gas",1050.79492551015
"1044",2028,"Belgium","Petroleum",0
"1045",2028,"Brazil","Coal",88.5120860181419
"1046",2028,"Brazil","Fossil-based electricity",0
"1047",2028,"Brazil","Natural gas",294.51524774215
"1048",2028,"Brazil","Petroleum",2199.40783053452
"1049",2028,"China","Coal",804.60503771221
"1050",2028,"China","Fossil-based electricity",61320.8724545895
"1051",2028,"China","Natural gas",11059.6592657641
"1052",2028,"China","Petroleum",1433.16179531184
"1053",2028,"Denmark","Coal",0
"1054",2028,"Denmark","Fossil-based electricity",2199.60667921252
"1055",2028,"Denmark","Natural gas",178.398073187488
"1056",2028,"Denmark","Petroleum",81.9896346322049
"1057",2028,"Finland","Coal",0
"1058",2028,"Finland","Fossil-based electricity",1425.42903437572
"1059",2028,"Finland","Natural gas",0
"1060",2028,"Finland","Petroleum",0
"1061",2028,"France","Coal",0
"1062",2028,"France","Fossil-based electricity",0
"1063",2028,"France","Natural gas",496.142215480232
"1064",2028,"France","Petroleum",61.4648116388456
"1065",2028,"Germany","Coal",1253.47259153552
"1066",2028,"Germany","Fossil-based electricity",0
"1067",2028,"Germany","Natural gas",6040.17254947318
"1068",2028,"Germany","Petroleum",59.5341831960668
"1069",2028,"India","Coal",12.1089454801981
"1070",2028,"India","Fossil-based electricity",30969.4957340109
"1071",2028,"India","Natural gas",0.07456099628291
"1072",2028,"India","Petroleum",12788.5883960763
"1073",2028,"Indonesia","Coal",5968.60380262233
"1074",2028,"Indonesia","Fossil-based electricity",19700.2403698077
"1075",2028,"Indonesia","Natural gas",5012.80458149369
"1076",2028,"Indonesia","Petroleum",11436.4375401429
"1077",2028,"Ireland","Coal",0
"1078",2028,"Ireland","Fossil-based electricity",0
"1079",2028,"Ireland","Natural gas",77.9088426878189
"1080",2028,"Ireland","Petroleum",0
"1081",2028,"Italy","Coal",0
"1082",2028,"Italy","Fossil-based electricity",0
"1083",2028,"Italy","Natural gas",28.2236018560508
"1084",2028,"Italy","Petroleum",7.20331420657078
"1085",2028,"Japan","Coal",0
"1086",2028,"Japan","Fossil-based electricity",24068.4561121969
"1087",2028,"Japan","Natural gas",522.874764295288
"1088",2028,"Japan","Petroleum",92.089955504795
"1089",2028,"Luxembourg","Coal",0
"1090",2028,"Luxembourg","Fossil-based electricity",408.521281281165
"1091",2028,"Luxembourg","Natural gas",54.1833257616487
"1092",2028,"Luxembourg","Petroleum",0
"1093",2028,"Mexico","Coal",0
"1094",2028,"Mexico","Fossil-based electricity",3537.60357013859
"1095",2028,"Mexico","Natural gas",1162.9853382525
"1096",2028,"Mexico","Petroleum",4963.52609994956
"1097",2028,"Russian Federation","Coal",48.5741443410782
"1098",2028,"Russian Federation","Fossil-based electricity",28945.1736727975
"1099",2028,"Russian Federation","Natural gas",1486.95020487737
"1100",2028,"Russian Federation","Petroleum",18599.5669515975
"1101",2028,"South Africa","Coal",0
"1102",2028,"South Africa","Fossil-based electricity",4540.96077654519
"1103",2028,"South Africa","Natural gas",0
"1104",2028,"South Africa","Petroleum",0
"1105",2028,"Spain","Coal",14.6158995222646
"1106",2028,"Spain","Fossil-based electricity",260.730415880175
"1107",2028,"Spain","Natural gas",0
"1108",2028,"Spain","Petroleum",0
"1109",2028,"Turkiye","Coal",214.527489492607
"1110",2028,"Turkiye","Fossil-based electricity",4278.90321314833
"1111",2028,"Turkiye","Natural gas",11572.2687782052
"1112",2028,"Turkiye","Petroleum",133.041364891599
"1113",2028,"United Kingdom","Coal",0
"1114",2028,"United Kingdom","Fossil-based electricity",0
"1115",2028,"United Kingdom","Natural gas",2990.44330458746
"1116",2028,"United Kingdom","Petroleum",1904.77820724167
"1117",2028,"United States","Coal",240.819943695026
"1118",2028,"United States","Fossil-based electricity",0
"1119",2028,"United States","Natural gas",1209.20905831297
"1120",2028,"United States","Petroleum",1853.48180096044
"1121",2029,"Belgium","Coal",0
"1122",2029,"Belgium","Fossil-based electricity",0
"1123",2029,"Belgium","Natural gas",953.0397009663
"1124",2029,"Belgium","Petroleum",0
"1125",2029,"Brazil","Coal",90.1763656211856
"1126",2029,"Brazil","Fossil-based electricity",0
"1127",2029,"Brazil","Natural gas",298.09868507749
"1128",2029,"Brazil","Petroleum",2239.04119298431
"1129",2029,"China","Coal",808.568023446739
"1130",2029,"China","Fossil-based electricity",62393.3892456756
"1131",2029,"China","Natural gas",10637.6331472338
"1132",2029,"China","Petroleum",1454.78682565785
"1133",2029,"Denmark","Coal",0
"1134",2029,"Denmark","Fossil-based electricity",2225.96204453895
"1135",2029,"Denmark","Natural gas",180.568685135355
"1136",2029,"Denmark","Petroleum",83.2267792308154
"1137",2029,"Finland","Coal",0
"1138",2029,"Finland","Fossil-based electricity",1444.05343634863
"1139",2029,"Finland","Natural gas",0
"1140",2029,"Finland","Petroleum",0
"1141",2029,"France","Coal",0
"1142",2029,"France","Fossil-based electricity",0
"1143",2029,"France","Natural gas",247.402382500426
"1144",2029,"France","Petroleum",62.3922564327257
"1145",2029,"Germany","Coal",1248.26545775702
"1146",2029,"Germany","Fossil-based electricity",0
"1147",2029,"Germany","Natural gas",5065.70863840568
"1148",2029,"Germany","Petroleum",60.4324966659284
"1149",2029,"India","Coal",12.135932070286
"1150",2029,"India","Fossil-based electricity",32184.5739349198
"1151",2029,"India","Natural gas",0.07546819809059
"1152",2029,"India","Petroleum",13611.6698021416
"1153",2029,"Indonesia","Coal",6004.45372052587
"1154",2029,"Indonesia","Fossil-based electricity",20446.2417971021
"1155",2029,"Indonesia","Natural gas",4908.77005993207
"1156",2029,"Indonesia","Petroleum",11126.2705626692
"1157",2029,"Ireland","Coal",0
"1158",2029,"Ireland","Fossil-based electricity",0
"1159",2029,"Ireland","Natural gas",78.8567781802286
"1160",2029,"Ireland","Petroleum",0
"1161",2029,"Italy","Coal",0
"1162",2029,"Italy","Fossil-based electricity",0
"1163",2029,"Italy","Natural gas",28.5670051633789
"1164",2029,"Italy","Petroleum",7.31200527815746
"1165",2029,"Japan","Coal",0
"1166",2029,"Japan","Fossil-based electricity",24484.3532838813
"1167",2029,"Japan","Natural gas",529.236706444113
"1168",2029,"Japan","Petroleum",93.479504285699
"1169",2029,"Luxembourg","Coal",0
"1170",2029,"Luxembourg","Fossil-based electricity",412.145859834999
"1171",2029,"Luxembourg","Natural gas",52.2638590539553
"1172",2029,"Luxembourg","Petroleum",0
