"Cash","SP_current","SP_covid"
0.6036925667268,0.6036925667268,0.572208751108269
0.306033134222641,0.293463893493439,0.230670797831871
0.00443893844630154,0.00443893844630154,0.00435267568211783
0.308902925129667,0.333543331835031,0.373147303137425
0.237307151118117,0.223376612302337,0.235974848319014
0.0104196516256564,0.0063361825246483,0.00495437134990393
0.00471047812032337,0.00671242608593431,0.00653639452468561
0.333874152620216,0.284700953592165,0.0761157776127834
0.131315066793348,0.156030384438254,0.156364721644351
0.503042735807339,0.416030598886481,0.387802837523079
0.416966257663263,0.416966257663263,0.453064322165
0.288525626491204,0.181242873705853,0.175232932458637
0.225882531922051,0.199728413312089,0.161572258389119
0.126208172341973,0.064345709958497,0.00109019449535219
0.315200617464301,0.326991849164852,0.326702340433931
0.218826624410526,0.219290957311759,0.214343924882807
0.235641500892305,0.10899101779929,0.0696046100474615
0.812752989819615,0.812752989819615,0.821820819917346
0.0014507672635782,0.000872423950796601,0.00121977016887002
0.145807087592133,0.147735371304831,0.148070468937972
0.0970557485756223,0.0591700054492877,0.0701533505310211
0.0450259249139235,0.0215776288082403,0
0.440843104073322,0.381879722922951,0.388053311695509
0.438161299886485,0.438161299886485,0.436897346959629
0.66950812188934,0.674289848881673,0.674105604673538
0.650616885661829,0.611091047499852,0.52865728587553
0.284313278487116,0.284313278487116,0.224341929679723
0.469205841604204,0.469205841604204,0.461376614512985
0.344443927277392,0.368898303134259,0.36859196592244
0.200176612814364,0.200176612814364,0.17740746592731
0.0882004366634109,0.0601860423570263,0.0336224318705016
0.115051243589832,0.149665253447791,0.143891662519303
0.104348427069357,0.124278920574384,0.124652038988039
0.241282444393399,0.148277446776021,0.141075387183063
0.356292756607048,0.277718939882752,0.134637196623546
0.291362440132944,0.291362440132944,0.227724693435422
0.541568024408709,0.146605932921699,0.158325215658186
0.224183105055505,0.219797329679203,0.240574215289433
0.25170486965661,0.21192860469976,0.163081589880506
0.265712229379311,0.221442404474197,0.153587157278154
0.121801915579877,0.132648318155467,0.133431028695749
0.195699590544161,0.207145971658399,0.214026861779531
0.395384471920474,0.368697388141929,0.368828339464654
0.269932511350249,0.28665496607535,0.296631268291909
0.0527901004475892,0.0527901004475892,0
0.301733664019271,0.301733664019271,0.279155791638398
0.535549062564295,0.535549062564295,0.525896709087098
0.216817753680742,0.22299898536505,0.290202238732958
0.628632979093024,0.626180822050594,0.625566045993174
0.508325689936287,0.536762197225335,0.544448258440416
0.193670303613889,0.196577148507474,0.176955406023041
0.68233173789962,0.659240665340786,0.659638072597712
0.136721358728428,0.120697641366946,0.0679278644116939
0.192073442233548,0.137063142681084,2.45094692191356e-08
0.257090881270849,0.070550084209354,0.0709602048565161
0.145130529843566,0.144786629363491,0.143583733667014
0.00395172925320204,0.00395172925320204,0
0.388571455168244,0.0865136526475268,0.0703527538351546
0.0395585695796751,0.0372240901887341,0.0346775145929478
0.161651661400089,0.185656807251507,0.19089915207956
0.138934201036333,0.135491586893912,0.126599829857281
0.149829590634312,0.128811872496776,0.142259054000507
0.00895979784881934,0.00911607803231278,0.00890458422646031
0.188968388565608,0.172905756046246,0.0257071574979788
0.395685257623165,0.345311656574752,0.347401552151201
0.478299172161895,0.474535164762971,0.324010257936615
0.579859013060063,0.579859013060063,0.560571945339885
0.00822480869144213,0.00822480869144213,4.25820794005794e-07
0.33800550080511,0.33800550080511,0.32637796190926
0.409764039807121,0.40250879177968,0.376207683473168
0.0451436053979819,0.0373553882557088,0.0169827433715094
0.207606421958006,0.205798366553804,0.243979867409943
0.168411709015143,0.156219204076078,0.142813412368002
0.198979831511473,0.195467348680024,0.223226144870779
0.0648578442604893,0.0648578442604893,0.00323430278005988
0.795552789352088,0.785965769854901,0.766397149685316
0.398879247605331,0.408305702219133,0.438689649301135
0.428265152466192,0.428265152466192,0.3884165497871
0.432408740076947,0.447578792761032,0.451292207692707
0.0657215416531231,0.0455928375847935,0
0.535593004054664,0.535593004054664,0.523658366807763
0.0613086901169563,0.0607007444969545,0.0902338084951029
0.531428520153089,0.533888360298526,0.53329374399909
0.0342789971998245,0.016854595800551,2.10619029043886e-06
0.104540456510774,0.100665733366257,0.108512563515458
0.411291631207222,0.340185937462046,0.333462227150056
0.449163356314676,0.350088750200569,0.361858290840852
0.285914361706017,0.250837406059861,0.254571079639305
0.19212156452586,0.218635279140243,0.207415944970536
0.197469287714866,0.196674782458679,0.19668048257283
0.341129734340737,0.333241161902807,0.356313912673971
0.275212098557509,0.274625778891686,0.163992230729527
0.237618674802657,0.220829355324667,0.222146442569306
0.190258497537518,0.191079420782903,0.189751389452013
0.116147524860544,0.114577991775773,0.12333111877157
0.253981971470168,0.20113767277734,0.0878111457990303
0.235620422398479,0.231975751862253,0.231484266727269
0.388751689662382,0.414822108860409,0.415138868811504
0.156516180895656,0.150196059643993,0.132276579801178
0.0581568283768568,0.0410929991888612,0.000342062858310681
0.396396676021972,0.355772414345145,0.35736895732666
0.495667916338537,0.449984101696592,0.383131687520629
0.360729863014678,0.321865289138009,0.332675212336874
0.331217896196404,0.318116762405808,0.186420940844509
0.113595470549933,0.0966129529752422,0.108540236771255
0.201512501918517,0.164695387697851,0.152499608005583
0.32974057872686,0.34327266821436,0.343478530788476
0.508071968171537,0.508071968171537,0.505116248327291
0.610538469500749,0.603709711166293,0.614391231384663
0.0305494796499259,0.00670922899171879,0.000291709081742591
0.413756942172106,0.413756942172106,0.325307211905508
0.294252238310803,0.269075089552731,0.170390600146654
0.244244690759175,0.192811951159127,0.0473033222375998
0.301854024516572,0.276197742907664,0.24623671762609
0.242926520081637,0.242926520081637,0.241082669405322
0.0877593522534058,0.0753039883584096,1.97877217186736e-06
0.0877461496780469,0.111552717091252,0.114817607086213
0.0848630188188822,0.0850902523052545,0.0850910383487237
0.380619993149999,0.380619993149999,0.302351112340806
0.390803907716058,0.370870476302316,0.3632251362051
0.229376160287289,0.202729696041368,0.0651393448871609
0.276949953113347,0.398955995849771,0.451143557068737
0.61986587028297,0.61986587028297,0.61173572427592
0.367939771945224,0.378747005416261,0.387841218019806
